,centroid-0,centroid-1,area,convex_area,extent,eccentricity,orientation
67,100.18181818181819,4674.909090909091,33,43,0.5238095238095238,0.9061656239809467,-2.1227473147727536
68,99.625,4633.96875,32,42,0.5079365079365079,0.9280864473339279,-2.594025651710376
69,99.16666666666667,4646.666666666667,18,19,0.9,0.6989295601575879,-1.8726709934936148
70,100.5,5295.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
71,101.22222222222223,5373.388888888889,36,37,0.9,0.8079719726266769,-0.07712775907538427
72,109.49180327868852,3999.409836065574,61,72,0.61,0.8335624888270623,-2.3432951674480207
73,111.22950819672131,4756.163934426229,61,75,0.6703296703296703,0.8698525177724755,-1.4420144212924513
74,108.625,4800.725,40,43,0.8333333333333334,0.7375240945516583,-0.13457578308776075
77,115.47826086956522,4814.95652173913,23,24,0.7666666666666667,0.7542229017656445,-1.1187141712219364
79,116.0,4731.5,12,12,1.0,0.6831300510639732,0.0
81,117.93333333333334,4840.966666666666,60,70,0.7142857142857143,0.8722310581236642,-0.001819955563183484
82,159.044957472661,5260.789793438639,1646,3062,0.3465263157894737,0.9146211409106351,-1.4930500660588624
83,117.22727272727273,5393.772727272727,22,22,0.88,0.6106658672991558,-0.7853981633974481
84,118.2258064516129,4801.677419354839,31,36,0.7380952380952381,0.7784499062923008,-2.6766416913989888
85,119.56896551724138,4369.431034482759,58,61,0.7532467532467533,0.8606484105650372,-2.781991790695911
86,119.76470588235294,4657.264705882353,34,38,0.7083333333333334,0.845665750132166,-0.40280755939533
90,125.57377049180327,4682.016393442623,61,71,0.6777777777777778,0.9539584013597421,-0.21728305385537183
91,125.0,4814.5,12,12,1.0,0.6831300510639732,0.0
92,135.59546925566343,4740.957928802589,309,466,0.2581453634085213,0.9938924035190574,-0.23445338043568342
94,133.875,4774.125,48,55,0.7272727272727273,0.86879797906401,-1.5684815285180407
95,135.97142857142856,4341.885714285714,35,38,0.7777777777777778,0.8984598854854149,-1.8414166532872407
97,135.5,5449.5,18,20,0.75,0.8885233166386386,-1.2490457723982544
99,142.90322580645162,4327.709677419355,62,68,0.7948717948717948,0.9044013088784862,-1.6359362776311395
100,141.16666666666666,4169.366666666667,30,33,0.75,0.8584842413077735,-0.3113938678313195
102,146.22222222222223,366.125,72,76,0.8571428571428571,0.835932054679724,-0.09438628610486033
103,145.0,384.0,15,15,1.0,0.816496580927726,-1.5707963267948966
104,144.89473684210526,4831.1578947368425,19,21,0.76,0.7960160621181703,-0.7408429325331775
105,145.0,4779.5,12,12,1.0,0.6831300510639732,0.0
107,147.0,4815.5,12,12,1.0,0.6831300510639732,0.0
109,150.53846153846155,5440.7307692307695,26,28,0.8666666666666667,0.566783525320765,-1.58160545341315
110,152.25,4319.775,40,41,0.7142857142857143,0.8097601747227507,-2.177739894730255
111,152.8148148148148,5375.740740740741,27,27,0.9,0.6423658375719924,-0.41846659522880225
112,163.07881773399015,5709.174876847291,406,588,0.4422657952069717,0.8103992155989109,-0.9318039709188101
113,165.90816326530611,391.5204081632653,98,117,0.6805555555555556,0.9161889651125626,-1.5726068231492467
114,161.0,5253.5,16,18,0.8,0.8141614619221464,-1.1159197478227916
115,161.0,5223.0,15,15,1.0,0.816496580927726,0.0
116,165.4418604651163,5169.441860465116,43,48,0.6825396825396826,0.8204684193911496,-0.48277583237994093
121,168.89473684210526,5654.421052631579,19,19,0.95,0.6322808964466018,-1.7945563143734815
123,174.0222222222222,5688.977777777778,45,48,0.7142857142857143,0.796604370411208,-2.095840133877192
125,175.1875,5150.3125,32,35,0.7619047619047619,0.5685602356620174,-1.812519827578496
126,179.17543859649123,380.3859649122807,57,59,0.8636363636363636,0.8524964955051186,-1.4549454023231039
127,179.0,391.0,15,15,1.0,0.816496580927726,-1.5707963267948966
128,181.5,347.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
129,192.0,4212.0,19,19,0.76,0.816496580927726,-0.7853981633974483
131,197.5,5036.0,16,18,0.8,0.8141614619221464,-2.6867160746176886
133,198.0,5236.5,12,12,1.0,0.6831300510639732,0.0
134,202.45238095238096,5646.579365079365,126,143,0.65625,0.8229239863562264,-2.6189057852907403
135,199.0,5657.5,12,12,1.0,0.6831300510639732,0.0
136,212.39318181818183,360.53409090909093,440,467,0.6790123456790124,0.5877263141109099,-2.1589127353900537
137,206.02941176470588,5259.529411764706,34,36,0.8095238095238095,0.7527245670461603,-0.9155922877965965
140,212.10526315789474,5601.421052631579,19,19,0.95,0.6322808964466017,-1.3470363392163116
141,215.01612903225808,5630.0161290322585,124,148,0.6458333333333334,0.823073194680879,-2.7247971250427048
142,212.6,5657.65,20,21,0.8333333333333334,0.8361177990329031,-1.852124769144241
143,211.5,6336.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
144,215.5,5055.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
145,217.0,5616.666666666667,18,18,0.9,0.6123724356957945,-1.5707963267948966
146,217.5,5077.0,16,18,0.8,0.8141614619221464,-0.45487657897210476
147,223.5,5693.729166666667,48,60,0.6,0.8132065036767653,-0.9988361882564954
150,228.0,5299.5,12,12,1.0,0.6831300510639732,0.0
152,230.5,5555.0,16,18,0.8,0.8141614619221464,-2.6867160746176886
153,234.5,5531.0,18,18,1.0,0.8783100656536799,-1.5707963267948966
154,242.77142857142857,5544.885714285714,35,44,0.5833333333333334,0.9199562928701183,-1.18148355337715
155,243.5,4991.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
156,244.0,467.5,12,12,1.0,0.6831300510639732,0.0
157,246.5,5537.0,24,26,0.8,0.7980043133290914,-1.9777772374130007
158,246.4,5282.4,15,15,0.9375,0.4898979485566357,-0.7853981633974483
159,247.125,5557.375,24,26,0.8,0.7477134177757075,-1.1041725624667946
160,247.0,5727.0,15,15,1.0,0.816496580927726,0.0
162,258.0,5212.5,18,18,1.0,0.8783100656536799,0.0
163,260.5357142857143,4972.071428571428,28,32,0.6666666666666666,0.8822502949001713,-0.5750256421612506
164,260.1363636363636,5564.181818181818,44,48,0.8148148148148148,0.7804286591978785,-0.04946717764460096
165,270.1475409836066,3217.1065573770493,122,142,0.61,0.9317407058433645,-1.8040931476887774
166,263.5,5223.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
167,265.8333333333333,5553.666666666667,18,19,0.9,0.6989295601575878,-1.2689216600961783
168,265.5,6180.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
169,273.2280701754386,5332.859649122807,57,68,0.5277777777777778,0.9321667902000265,-0.9542124188807634
171,289.17514124293785,3214.0169491525426,177,223,0.45384615384615384,0.9498515284883158,-1.0875167613272727
172,298.6166007905138,3237.901185770751,759,962,0.575,0.8540874009117848,-1.235835816689094
175,282.94117647058823,457.4117647058824,17,18,0.85,0.759283494666158,-2.005413729527828
177,287.13286713286715,5250.468531468531,143,170,0.7222222222222222,0.7192664195668117,-0.034470278582831915
178,295.6216216216216,159.43243243243242,74,93,0.5606060606060606,0.9856446848434964,-1.4630940116232793
180,288.3636363636364,5295.681818181818,22,23,0.9166666666666666,0.7833652026279186,-0.1758159668786683
181,289.5,453.5,14,14,0.875,0.6708203932499369,-2.356194490192345
182,291.60714285714283,5578.464285714285,28,30,0.7777777777777778,0.696575368447407,-0.6658992268001908
184,293.6,340.4,15,15,0.9375,0.4898979485566357,-2.356194490192345
185,295.75555555555553,382.4,45,52,0.46875,0.9647393869317933,-0.5051992696353376
186,295.0,5281.0,15,15,1.0,0.816496580927726,-1.5707963267948966
187,294.8333333333333,5626.333333333333,18,19,0.9,0.6989295601575878,-1.8726709934936148
188,311.90606936416185,342.5982658959538,692,1096,0.38487208008898777,0.9083729955060861,-2.7944762966668764
190,297.42105263157896,5592.105263157895,19,19,0.95,0.6322808964466017,-0.22375998757858495
195,307.5833333333333,3196.6833333333334,60,68,0.6593406593406593,0.9276466119496616,-1.2007088452651062
196,305.66101694915255,314.50847457627117,59,66,0.7564102564102564,0.9229234757682976,-2.9764888870059942
197,309.48936170212767,5968.744680851064,94,99,0.8703703703703703,0.6303365161989386,-1.3623804100047936
198,307.625,5574.75,32,35,0.8,0.7959122448661506,-0.1669198877179452
199,309.0833333333333,426.0833333333333,24,24,0.96,0.40824829046386313,-2.356194490192344
201,309.6,5303.6,15,15,0.9375,0.4898979485566357,-0.7853981633974483
202,311.53846153846155,369.96153846153845,26,28,0.8666666666666667,0.6982130095674893,-2.0748874829841473
203,311.0,5320.0,15,15,1.0,0.816496580927726,-1.5707963267948966
204,332.7904109589041,3552.956164383562,730,893,0.46085858585858586,0.8052430535686641,-0.9376459808811531
205,326.297520661157,223.900826446281,121,154,0.4653846153846154,0.9747074202869105,-1.2535430897556596
206,317.4074074074074,5578.925925925926,27,27,0.9,0.5724125976557585,-1.3527771531347694
207,316.5,5633.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
209,319.5882352941176,5301.941176470588,17,18,0.85,0.7592834946661577,-0.4346174027329315
210,330.2813688212928,5327.539923954372,263,343,0.5218253968253969,0.8344387792503478,-1.0049895836188427
211,324.72549019607845,65.58823529411765,51,62,0.6375,0.689177915848107,-1.4568011201566635
212,322.0,5665.5,12,12,1.0,0.6831300510639732,0.0
213,331.68202764976957,3224.9400921658985,217,240,0.7233333333333334,0.8537456996606674,-1.1612935225346195
215,324.6,3299.4,15,15,0.9375,0.4898979485566357,-2.356194490192345
217,324.5,5589.5,14,14,0.875,0.6708203932499369,-2.356194490192345
219,327.2,5672.8,20,21,0.8,0.7505100306607826,-0.7853981633974482
220,328.0,5606.5,12,12,1.0,0.6831300510639732,0.0
221,332.2352941176471,5852.058823529412,51,53,0.9272727272727272,0.8969670246178661,-1.5800982659033302
222,330.6,341.52,25,26,0.6944444444444444,0.8603818281408958,-2.31605746262459
225,336.65,332.6,20,21,0.8333333333333334,0.8361177990329032,-2.860264211240449
226,336.0,5596.5,12,12,1.0,0.6831300510639732,0.0
227,338.7142857142857,3131.285714285714,21,22,0.875,0.8146907709715229,-1.3779558392102647
229,344.43055555555554,431.80555555555554,72,90,0.6,0.936949417129457,-1.8446722273452407
230,340.39473684210526,3173.0526315789475,38,41,0.6785714285714286,0.8662636126569251,-0.9290785525682923
231,340.5,3687.5,38,40,0.7916666666666666,0.7522235115179432,-1.232624574317791
232,343.8181818181818,146.0909090909091,55,67,0.6111111111111112,0.8619560172393795,-0.6473697950922951
234,347.18823529411765,3155.470588235294,85,101,0.6640625,0.9359425591688573,-1.3073748358503703
235,342.45454545454544,5616.060606060606,33,36,0.7857142857142857,0.7840124061235901,-0.6338717520525393
236,342.5,228.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
