,centroid-0,centroid-1,area,convex_area,extent,eccentricity,orientation
0,73.36309914642153,1402.5141168745897,1523,3801,0.13448123620309052,0.9907159607398487,-2.0981135370812742
1,18.204166666666666,1557.3958333333333,240,343,0.5925925925925926,0.9869346205500965,-1.6254569155645566
2,9.742647058823529,1579.8676470588234,136,171,0.6181818181818182,0.9388548698085458,-1.3902617992902495
3,13.177339901477833,2123.073891625616,1015,1075,0.6489769820971867,0.7654699864460002,-0.5496630966564195
4,1.5,2432.5,14,14,0.875,0.6708203932499369,-2.356194490192345
5,1.4,2937.6,15,15,0.9375,0.4898979485566355,-0.785398163397448
6,7.1692307692307695,2954.9384615384615,130,146,0.6018518518518519,0.8980150774380452,-1.1471966214051863
7,3.358974358974359,2966.5641025641025,39,40,0.8125,0.7683102899105544,-1.207189006160971
8,4.8428571428571425,2981.8142857142857,70,80,0.6730769230769231,0.8621419584994036,-1.306862720463385
9,11.198675496688741,4256.059602649007,151,170,0.6213991769547325,0.9709916335432189,-1.7543860806821163
10,6.909090909090909,4402.4049586776855,121,169,0.4801587301587302,0.7755524559253473,-1.8908278949921775
12,2.0,4464.5,16,18,0.8,0.8141614619221464,-2.0256729057670015
13,2.4285714285714284,4523.142857142857,28,34,0.5833333333333334,0.918460880762344,-2.5875765986945707
14,11.39655172413793,4539.318965517241,116,143,0.34523809523809523,0.9780714485630737,-2.0515299275375365
15,3.0,4555.0,21,21,1.0,0.9128709291752769,-1.5707963267948966
16,3.5714285714285716,922.4285714285714,21,22,0.875,0.8054461593960613,-1.2947198315671447
18,3.1,2764.95,20,21,0.8,0.7640952021595978,-0.8357590823919849
19,6.651162790697675,2803.0697674418607,43,47,0.6825396825396826,0.8738136496120799,-1.0774982303777003
20,72.2073984962406,2901.194105263158,16625,19038,0.6692834138486312,0.7189650068117367,-0.24247613667412882
21,28.515384615384615,1895.6061538461538,1300,1372,0.5306122448979592,0.9119003820997572,-2.3382830268399077
22,12.771186440677965,2505.3898305084745,118,128,0.5959595959595959,0.9259131346517533,-1.12723748500724
23,13.475728155339805,3466.1650485436894,103,147,0.4660633484162896,0.7070724188491322,-1.8056023197161244
25,12.4,2518.95,40,43,0.7142857142857143,0.8499392310270144,-1.0169712785230187
26,26.360585197934597,1999.5163511187607,1162,1358,0.6602272727272728,0.8773082080846356,-2.960004823039022
27,13.333333333333334,2973.1666666666665,18,19,0.9,0.6989295601575878,-0.3018746666987182
28,20.270491803278688,4148.877049180328,122,137,0.4280701754385965,0.958574601584094,-2.2045925172139316
29,14.5,4553.0,18,18,1.0,0.8783100656536799,-1.5707963267948966
30,14.0,2813.5,12,12,1.0,0.6831300510639732,0.0
31,14.5,4506.5,14,14,0.875,0.6708203932499369,-0.7853981633974483
32,42.7478152309613,4045.810653349979,2403,2589,0.43344155844155846,0.9674166826913042,-2.682090578471257
33,86.8546145081656,2248.4901633118116,13165,14380,0.6974464929010383,0.41529133334069346,-1.1919491131649953
34,17.56,2464.92,25,26,0.8333333333333334,0.5921184607712485,-1.4218235626891105
35,39.9822695035461,2486.474290780142,1128,1176,0.6445714285714286,0.8439352608537821,-1.2003590665638237
36,19.7,3430.2,30,32,0.8571428571428571,0.7644596375793162,-1.4538903366356979
37,19.0,1270.5,12,12,1.0,0.6831300510639732,0.0
38,21.8,2971.1666666666665,30,31,0.8571428571428571,0.7825229892387202,-1.2317932084244296
40,22.5,4427.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
42,27.92,2351.96,25,27,0.7142857142857143,0.8808352284814596,-1.1218503618960929
43,28.333333333333332,4393.666666666667,27,29,0.84375,0.9040392432463716,-1.4070962208947833
44,28.9,2796.0333333333333,30,31,0.8571428571428571,0.7816828882793122,-1.2063177511138912
45,58.870875179340025,2441.4466762314682,2091,2183,0.6382783882783882,0.6936759352717525,-1.2552692168590047
46,30.5,1287.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
47,45.1746192893401,1642.4406091370558,985,1104,0.5948067632850241,0.8599494572178071,-2.7023969608678406
48,32.47457627118644,2069.9322033898306,59,60,0.8194444444444444,0.4020479880384369,-3.014617998878796
49,30.903225806451612,3373.548387096774,31,33,0.775,0.8521860109011014,-0.22287974414062317
50,30.5,4525.5,14,14,0.875,0.6708203932499369,-0.7853981633974483
51,66.35254650808173,1747.087526684965,3279,3839,0.541178412279254,0.6225840502987834,-0.1555767911169117
52,51.9166004765687,1263.7339158061955,1259,1544,0.6117589893100097,0.7391817536487056,-2.7213686542049595
53,34.5,2564.3928571428573,28,29,0.7777777777777778,0.7158243169594437,-0.7226346716663193
54,47.40419161676647,3241.8562874251497,334,369,0.3778280542986425,0.969183321816269,-1.00116674660269
55,34.5,4459.5,18,20,0.75,0.8885233166386386,-1.8925468811915387
56,35.31428571428572,1243.7142857142858,35,41,0.5833333333333334,0.9434123117130971,-0.352830453290214
57,36.42307692307692,1797.7115384615386,52,54,0.8125,0.3789511595670073,-2.325919764337133
58,37.0,4392.428571428572,21,24,0.75,0.9146890665807529,-1.8241585232571804
59,61.64940828402367,1084.7810650887575,676,953,0.261003861003861,0.9844747888202497,-2.0475640167199454
60,36.44444444444444,1482.5555555555557,27,29,0.84375,0.9021411996555266,-0.19312012961364
61,41.5,2710.5,30,32,0.8333333333333334,0.46097722286464426,-2.601173153319209
62,42.52,1148.92,50,59,0.5952380952380952,0.9215887994269518,-2.7925458766655775
63,59.68483816013629,1605.8722316865417,587,613,0.6345945945945946,0.8500780364356076,-1.2186893908639127
64,47.2962962962963,4086.6111111111113,54,55,0.84375,0.5029921160118461,-2.294151950235434
65,50.91489361702128,1541.0851063829787,47,49,0.3884297520661157,0.9724652482220714,-0.7853981633974483
66,50.3,4379.466666666666,30,34,0.625,0.9145670492110513,-2.0606445476765383
67,49.5,2156.5,14,14,0.875,0.6708203932499369,-2.356194490192345
68,54.911764705882355,1119.1029411764705,68,76,0.5037037037037037,0.9605564112441733,-2.674927008737124
70,61.325581395348834,1295.4651162790697,43,51,0.4479166666666667,0.9694845697223042,-2.0683845806386536
71,93.06659551760939,1986.7521878335112,4685,4859,0.7826595389241564,0.5060199353036436,-0.2617861120580458
73,64.47457627118644,1069.3728813559321,59,62,0.49166666666666664,0.9500252516499489,-2.2568027711187506
74,60.4,2789.4,15,15,0.9375,0.4898979485566357,-0.7853981633974483
75,61.421052631578945,2775.1052631578946,19,19,0.95,0.6322808964466017,-0.22375998757858495
76,66.66666666666667,1856.0277777777778,108,119,0.6428571428571429,0.8167327467083563,-1.0486464253309054
77,69.07692307692308,1886.7582417582419,91,113,0.40625,0.9536593436642624,-0.8998211852004636
78,65.0,2084.0,15,15,1.0,0.816496580927726,-1.5707963267948966
80,71.46031746031746,2620.746031746032,63,75,0.6057692307692307,0.8978268273625329,-1.1273933300682661
81,93.29141835518475,1113.6507747318235,1678,1733,0.6736250501806503,0.7198760578992145,-2.137086207423234
82,75.19540229885058,2105.6513409961685,261,281,0.7229916897506925,0.3427422815930362,-2.2284875319610324
83,69.5,1213.0,12,12,1.0,0.6831300510639732,-1.5707963267948966
84,74.0,1096.0,23,27,0.6571428571428571,0.9125272865714592,-2.0297711746419576
85,75.625,1062.5625,32,35,0.6666666666666666,0.8933174974246033,-2.1356047499848545
86,96.93364928909952,1852.8364928909953,422,579,0.3688811188811189,0.9673165864868912,-1.082858386155722
87,78.25925925925925,2342.6296296296296,27,28,0.75,0.7956915080285278,-0.8575327271059957
88,81.20967741935483,3466.1612903225805,62,65,0.7380952380952381,0.8901283995930505,-1.192741347638015
89,88.203125,3988.4375,128,146,0.5470085470085471,0.978052888352711,-1.7961292870949974
90,78.0,1254.0,15,15,1.0,0.816496580927726,0.0
92,81.87931034482759,1857.3793103448277,58,73,0.58,0.42937502647162357,-0.929184467905843
93,82.0,4403.571428571428,21,24,0.75,0.9146890665807529,-1.8241585232571804
94,98.29479768786128,1611.7514450867052,865,1010,0.5580645161290323,0.8891725469607797,-0.5000164637765692
95,106.41523341523342,2142.6117936117935,814,873,0.6607142857142857,0.8888997553599078,-1.2340933616627445
96,97.76960784313725,1208.1813725490197,204,226,0.6,0.8363958445381648,-0.5511684404551751
98,92.0,1191.5,24,24,1.0,0.9343531843023135,0.0
99,93.05882352941177,2818.4117647058824,17,18,0.85,0.759283494666158,-1.1361789240619653
100,103.65957446808511,2175.6028368794327,141,169,0.5423076923076923,0.9389830155736825,-1.1305374184557508
101,106.62251655629139,1044.9006622516556,151,174,0.571969696969697,0.9562127655416953,-1.8716837756899123
103,99.4,2779.6,15,15,0.9375,0.4898979485566355,-0.785398163397448
104,100.94117647058823,2155.5882352941176,17,18,0.85,0.759283494666158,-1.136178924061965
105,101.9090909090909,2766.4545454545455,33,36,0.7857142857142857,0.6411779396254778,-1.3441269788676151
106,118.81683168316832,1146.0668316831684,404,561,0.4007936507936508,0.8696507514508776,-2.005805094359938
108,104.40625,3464.4375,64,70,0.8,0.7188474584878917,-2.9643006426800675
109,104.88888888888889,4474.444444444444,27,27,0.9642857142857143,0.8281202285589021,-1.6370720929432336
110,110.09638554216868,2073.7048192771085,166,188,0.6148148148148148,0.8496590704237159,-2.6332740530154104
111,110.45762711864407,1714.4745762711864,177,197,0.6555555555555556,0.7097351331081678,-0.5597906732890707
112,110.17857142857143,3451.964285714286,28,31,0.8,0.7464038054411758,-1.7782202213933045
113,110.88,1362.92,25,28,0.7142857142857143,0.8838062251357411,-2.6917440285351963
114,127.42207792207792,4472.019480519481,154,227,0.5202702702702703,0.991753499293357,-1.6161340928603705
115,115.7948717948718,501.5,78,90,0.6666666666666666,0.8875136755479084,-0.4027145469656379
116,115.74193548387096,4459.741935483871,31,34,0.775,0.8769860326820665,-1.2704992222968332
